scenario,method,shift_strength,seed,alarm,abstained,selected_group,selected_bin,selected_abs_gap,selected_local_ess,selected_ci_half_width,global_ess,n_cells,n_eligible_cells,selected_is_planted_group
planted,simultaneous_ci,1.6,116,False,False,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.812871162247228,1.1448637113046873,1.528086924982884,19.809049315307526,93,93,False
null,naive_max,1.6,117,True,False,x0>1.5 & x2>1,"[0.57, 0.71]",0.614059793822192,1.0,1.6452633657459628,17.063619957781494,100,100,False
null,global_ess_gate,1.6,117,False,True,x0>1.5 & x2>1,"[0.57, 0.71]",0.614059793822192,1.0,1.6452633657459628,17.063619957781494,100,0,False
null,local_ess_gate,1.6,117,False,True,none,none,,,,17.063619957781494,100,0,False
null,simultaneous_ci,1.6,117,False,False,x0>1.5 & x2>1,"[0.57, 0.71]",0.614059793822192,1.0,1.6452633657459628,17.063619957781494,100,100,False
planted,naive_max,1.6,117,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.9555978420382364,1.4712689336588038,1.3564050411885664,17.063619957781494,100,100,False
planted,global_ess_gate,1.6,117,False,True,x0>1.5 & x2>1,"[0.00, 0.14]",0.9555978420382364,1.4712689336588038,1.3564050411885664,17.063619957781494,100,0,False
planted,local_ess_gate,1.6,117,False,True,none,none,,,,17.063619957781494,100,0,False
planted,simultaneous_ci,1.6,117,False,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.9555978420382364,1.4712689336588038,1.3564050411885664,17.063619957781494,100,100,False
null,naive_max,1.6,118,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.7659670237339599,1.537578502519701,1.22503852544213,13.651078841051268,42,42,False
null,global_ess_gate,1.6,118,False,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.7659670237339599,1.537578502519701,1.22503852544213,13.651078841051268,42,0,False
null,local_ess_gate,1.6,118,False,False,x0>0.5,"[0.14, 0.29]",0.10362126106712163,20.680248094396998,0.3340338842225318,13.651078841051268,42,3,True
null,simultaneous_ci,1.6,118,False,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.7659670237339599,1.537578502519701,1.22503852544213,13.651078841051268,42,42,False
planted,naive_max,1.6,118,True,False,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.8774550482558734,1.7785991136092825,1.1390147815144163,13.651078841051268,42,42,False
planted,global_ess_gate,1.6,118,False,True,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.8774550482558734,1.7785991136092825,1.1390147815144163,13.651078841051268,42,0,False
planted,local_ess_gate,1.6,118,True,False,x0>0.5,"[0.14, 0.29]",0.7310473010586733,20.680248094396998,0.3340338842225318,13.651078841051268,42,3,True
planted,simultaneous_ci,1.6,118,True,False,x0>1,"[0.14, 0.29]",0.7624214053264601,10.740470286223372,0.4635074798313067,13.651078841051268,42,42,False
null,naive_max,1.6,119,True,False,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.5936762915063948,1.2341758901278852,1.4082462441242742,7.508953978437264,57,57,False
null,global_ess_gate,1.6,119,False,True,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.5936762915063948,1.2341758901278852,1.4082462441242742,7.508953978437264,57,0,False
null,local_ess_gate,1.6,119,False,True,none,none,,,,7.508953978437264,57,0,False
null,simultaneous_ci,1.6,119,False,False,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.5936762915063948,1.2341758901278852,1.4082462441242742,7.508953978437264,57,57,False
planted,naive_max,1.6,119,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9560364083863686,1.013135289001992,1.5542948546482531,7.508953978437264,57,57,False
planted,global_ess_gate,1.6,119,False,True,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9560364083863686,1.013135289001992,1.5542948546482531,7.508953978437264,57,0,False
planted,local_ess_gate,1.6,119,False,True,none,none,,,,7.508953978437264,57,0,False
planted,simultaneous_ci,1.6,119,True,False,x0>0.5,"[0.14, 0.29]",0.6185224234544573,19.298549336971597,0.3561269156906604,7.508953978437264,57,57,True
null,naive_max,1.6,120,True,False,x1>1 & x2>1,"[0.43, 0.57]",0.4741301549316768,1.9106255265887473,1.1699287023150957,4.832107347120798,82,82,False
null,global_ess_gate,1.6,120,False,True,x1>1 & x2>1,"[0.43, 0.57]",0.4741301549316768,1.9106255265887473,1.1699287023150957,4.832107347120798,82,0,False
null,local_ess_gate,1.6,120,False,True,none,none,,,,4.832107347120798,82,0,False
null,simultaneous_ci,1.6,120,False,False,x1>1 & x2>1,"[0.43, 0.57]",0.4741301549316768,1.9106255265887473,1.1699287023150957,4.832107347120798,82,82,False
planted,naive_max,1.6,120,True,False,x0>1 & x1>1,"[0.29, 0.43]",0.6881106688871955,1.053627602408746,1.5754463339286937,4.832107347120798,82,82,False
planted,global_ess_gate,1.6,120,False,True,x0>1 & x1>1,"[0.29, 0.43]",0.6881106688871955,1.053627602408746,1.5754463339286937,4.832107347120798,82,0,False
planted,local_ess_gate,1.6,120,False,True,none,none,,,,4.832107347120798,82,0,False
planted,simultaneous_ci,1.6,120,False,False,x0>1 & x1>1,"[0.29, 0.43]",0.6881106688871955,1.053627602408746,1.5754463339286937,4.832107347120798,82,82,False
null,naive_max,1.6,121,True,False,x0>1.5 & x2>1.5,"[0.71, 0.86]",0.23759188692117722,1.4534295774623147,1.256987765821129,13.00017832374345,41,41,False
null,global_ess_gate,1.6,121,False,True,x0>1.5 & x2>1.5,"[0.71, 0.86]",0.23759188692117722,1.4534295774623147,1.256987765821129,13.00017832374345,41,0,False
null,local_ess_gate,1.6,121,False,True,none,none,,,,13.00017832374345,41,0,False
null,simultaneous_ci,1.6,121,False,False,x0>1.5 & x2>1.5,"[0.71, 0.86]",0.23759188692117722,1.4534295774623147,1.256987765821129,13.00017832374345,41,41,False
planted,naive_max,1.6,121,True,False,x0>0.5,"[0.43, 0.57]",0.501792296147686,6.636057224329168,0.5882649682438875,13.00017832374345,41,41,True
planted,global_ess_gate,1.6,121,False,True,x0>0.5,"[0.43, 0.57]",0.501792296147686,6.636057224329168,0.5882649682438875,13.00017832374345,41,0,True
planted,local_ess_gate,1.6,121,False,True,none,none,,,,13.00017832374345,41,0,False
planted,simultaneous_ci,1.6,121,False,False,x0>0.5,"[0.43, 0.57]",0.501792296147686,6.636057224329168,0.5882649682438875,13.00017832374345,41,41,True
null,naive_max,1.6,122,True,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.5551889490809598,1.0845622840926317,1.5714449035359708,25.98610556492752,94,94,False
null,global_ess_gate,1.6,122,False,True,x1>1.5 & x2>1,"[0.29, 0.43]",0.5551889490809598,1.0845622840926317,1.5714449035359708,25.98610556492752,94,0,False
null,local_ess_gate,1.6,122,False,True,none,none,,,,25.98610556492752,94,0,False
null,simultaneous_ci,1.6,122,False,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.5551889490809598,1.0845622840926317,1.5714449035359708,25.98610556492752,94,94,False
planted,naive_max,1.6,122,True,False,x1>0.5,"[0.00, 0.14]",0.8880305416183266,1.0,1.6365391820215123,25.98610556492752,94,94,False
planted,global_ess_gate,1.6,122,False,True,x1>0.5,"[0.00, 0.14]",0.8880305416183266,1.0,1.6365391820215123,25.98610556492752,94,0,False
planted,local_ess_gate,1.6,122,False,True,none,none,,,,25.98610556492752,94,0,False
planted,simultaneous_ci,1.6,122,True,False,x0>0.5,"[0.00, 0.14]",0.8170250744256945,7.248419427124008,0.6078616572784038,25.98610556492752,94,94,True
null,naive_max,1.6,123,True,False,x1>1.5 & x2>1.5,"[0.71, 0.86]",0.7481381507364294,1.0,1.6409737691982458,42.58980016294671,97,97,False
null,global_ess_gate,1.6,123,False,True,x1>1.5 & x2>1.5,"[0.71, 0.86]",0.7481381507364294,1.0,1.6409737691982458,42.58980016294671,97,0,False
null,local_ess_gate,1.6,123,False,True,none,none,,,,42.58980016294671,97,0,False
null,simultaneous_ci,1.6,123,False,False,x1>1.5 & x2>1.5,"[0.71, 0.86]",0.7481381507364294,1.0,1.6409737691982458,42.58980016294671,97,97,False
planted,naive_max,1.6,123,True,False,x0>0.5,"[0.00, 0.14]",0.7556987673307229,2.687900759723243,1.0009099900087486,42.58980016294671,97,97,True
planted,global_ess_gate,1.6,123,False,True,x0>0.5,"[0.00, 0.14]",0.7556987673307229,2.687900759723243,1.0009099900087486,42.58980016294671,97,0,True
planted,local_ess_gate,1.6,123,False,True,none,none,,,,42.58980016294671,97,0,False
planted,simultaneous_ci,1.6,123,False,False,x0>0.5,"[0.00, 0.14]",0.7556987673307229,2.687900759723243,1.0009099900087486,42.58980016294671,97,97,True
null,naive_max,1.6,124,True,False,x0>1.5 & x1>1,"[0.29, 0.43]",0.6664497138846703,1.0,1.6153855210791388,6.834139544725286,81,81,False
null,global_ess_gate,1.6,124,False,True,x0>1.5 & x1>1,"[0.29, 0.43]",0.6664497138846703,1.0,1.6153855210791388,6.834139544725286,81,0,False
null,local_ess_gate,1.6,124,False,True,none,none,,,,6.834139544725286,81,0,False
null,simultaneous_ci,1.6,124,False,False,x0>1.5 & x1>1,"[0.29, 0.43]",0.6664497138846703,1.0,1.6153855210791388,6.834139544725286,81,81,False
planted,naive_max,1.6,124,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.98381268769834,1.5785032110001003,1.2857408758940363,6.834139544725286,81,81,False
planted,global_ess_gate,1.6,124,False,True,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.98381268769834,1.5785032110001003,1.2857408758940363,6.834139544725286,81,0,False
planted,local_ess_gate,1.6,124,False,True,none,none,,,,6.834139544725286,81,0,False
planted,simultaneous_ci,1.6,124,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8904514880809431,5.497062089432922,0.6889867416430224,6.834139544725286,81,81,False
null,naive_max,1.6,125,True,False,x1>1.5,"[0.57, 0.71]",0.3434441420087636,4.513754674772502,0.72141604092563,34.686262266235964,46,46,False
null,global_ess_gate,1.6,125,False,True,x1>1.5,"[0.57, 0.71]",0.3434441420087636,4.513754674772502,0.72141604092563,34.686262266235964,46,0,False
null,local_ess_gate,1.6,125,False,True,none,none,,,,34.686262266235964,46,0,False
null,simultaneous_ci,1.6,125,False,False,x1>1.5,"[0.57, 0.71]",0.3434441420087636,4.513754674772502,0.72141604092563,34.686262266235964,46,46,False
planted,naive_max,1.6,125,True,False,x1>1 & x2>1,"[0.57, 0.71]",0.36121126409315485,3.0247934668230263,0.8812657813049364,34.686262266235964,46,46,False
planted,global_ess_gate,1.6,125,False,True,x1>1 & x2>1,"[0.57, 0.71]",0.36121126409315485,3.0247934668230263,0.8812657813049364,34.686262266235964,46,0,False
planted,local_ess_gate,1.6,125,False,True,none,none,,,,34.686262266235964,46,0,False
planted,simultaneous_ci,1.6,125,False,False,x1>1 & x2>1,"[0.57, 0.71]",0.36121126409315485,3.0247934668230263,0.8812657813049364,34.686262266235964,46,46,False
null,naive_max,1.6,126,True,False,x1>0.5,"[0.57, 0.71]",0.39696834833081307,3.9951893478647773,0.7199735077848356,1.4246541302609868,25,25,False
null,global_ess_gate,1.6,126,False,True,x1>0.5,"[0.57, 0.71]",0.39696834833081307,3.9951893478647773,0.7199735077848356,1.4246541302609868,25,0,False
null,local_ess_gate,1.6,126,False,True,none,none,,,,1.4246541302609868,25,0,False
null,simultaneous_ci,1.6,126,False,False,x1>0.5,"[0.57, 0.71]",0.39696834833081307,3.9951893478647773,0.7199735077848356,1.4246541302609868,25,25,False
planted,naive_max,1.6,126,True,False,x0>0.5,"[0.57, 0.71]",0.3821363648815529,4.7797610638507875,0.6582367206384527,1.4246541302609868,25,25,True
planted,global_ess_gate,1.6,126,False,True,x0>0.5,"[0.57, 0.71]",0.3821363648815529,4.7797610638507875,0.6582367206384527,1.4246541302609868,25,0,True
planted,local_ess_gate,1.6,126,False,True,none,none,,,,1.4246541302609868,25,0,False
planted,simultaneous_ci,1.6,126,False,False,x0>0.5,"[0.57, 0.71]",0.3821363648815529,4.7797610638507875,0.6582367206384527,1.4246541302609868,25,25,True
null,naive_max,1.6,127,True,False,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.8525958062163854,1.0,1.6350270972455914,31.39056006377672,93,93,False
null,global_ess_gate,1.6,127,False,True,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.8525958062163854,1.0,1.6350270972455914,31.39056006377672,93,0,False
null,local_ess_gate,1.6,127,False,True,none,none,,,,31.39056006377672,93,0,False
null,simultaneous_ci,1.6,127,False,False,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.8525958062163854,1.0,1.6350270972455914,31.39056006377672,93,93,False
planted,naive_max,1.6,127,True,False,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.8525958062163854,1.0,1.6350270972455914,31.39056006377672,93,93,False
planted,global_ess_gate,1.6,127,False,True,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.8525958062163854,1.0,1.6350270972455914,31.39056006377672,93,0,False
planted,local_ess_gate,1.6,127,False,True,none,none,,,,31.39056006377672,93,0,False
planted,simultaneous_ci,1.6,127,False,False,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.8525958062163854,1.0,1.6350270972455914,31.39056006377672,93,93,False
null,naive_max,1.6,128,True,False,x0>1 & x1>1,"[0.43, 0.57]",0.4957444750251325,1.515322888555057,1.2865023719487614,27.25814875256672,65,65,False
null,global_ess_gate,1.6,128,False,True,x0>1 & x1>1,"[0.43, 0.57]",0.4957444750251325,1.515322888555057,1.2865023719487614,27.25814875256672,65,0,False
null,local_ess_gate,1.6,128,False,True,none,none,,,,27.25814875256672,65,0,False
null,simultaneous_ci,1.6,128,False,False,x0>1 & x1>1,"[0.43, 0.57]",0.4957444750251325,1.515322888555057,1.2865023719487614,27.25814875256672,65,65,False
planted,naive_max,1.6,128,True,False,x0>1 & x2>1,"[0.14, 0.29]",0.8043697593568782,1.957732226775371,1.1318439086171133,27.25814875256672,65,65,False
planted,global_ess_gate,1.6,128,False,True,x0>1 & x2>1,"[0.14, 0.29]",0.8043697593568782,1.957732226775371,1.1318439086171133,27.25814875256672,65,0,False
planted,local_ess_gate,1.6,128,False,True,none,none,,,,27.25814875256672,65,0,False
planted,simultaneous_ci,1.6,128,False,False,x0>1 & x2>1,"[0.14, 0.29]",0.8043697593568782,1.957732226775371,1.1318439086171133,27.25814875256672,65,65,False
null,naive_max,1.6,129,True,False,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5634532404139422,1.0,1.5744070658652753,7.958716227039377,61,61,False
null,global_ess_gate,1.6,129,False,True,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5634532404139422,1.0,1.5744070658652753,7.958716227039377,61,0,False
null,local_ess_gate,1.6,129,False,True,none,none,,,,7.958716227039377,61,0,False
null,simultaneous_ci,1.6,129,False,False,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5634532404139422,1.0,1.5744070658652753,7.958716227039377,61,61,False
planted,naive_max,1.6,129,True,False,x0>0.5,"[0.29, 0.43]",0.6268695675244838,6.422222608607454,0.6212613736990591,7.958716227039377,61,61,True
planted,global_ess_gate,1.6,129,False,True,x0>0.5,"[0.29, 0.43]",0.6268695675244838,6.422222608607454,0.6212613736990591,7.958716227039377,61,0,True
planted,local_ess_gate,1.6,129,False,True,none,none,,,,7.958716227039377,61,0,False
planted,simultaneous_ci,1.6,129,False,False,x0>0.5,"[0.29, 0.43]",0.6268695675244838,6.422222608607454,0.6212613736990591,7.958716227039377,61,61,True
null,naive_max,1.6,130,True,False,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5544275251276922,1.0,1.5767815795607547,31.32315257159942,62,62,False
null,global_ess_gate,1.6,130,False,True,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5544275251276922,1.0,1.5767815795607547,31.32315257159942,62,0,False
null,local_ess_gate,1.6,130,False,True,none,none,,,,31.32315257159942,62,0,False
null,simultaneous_ci,1.6,130,False,False,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5544275251276922,1.0,1.5767815795607547,31.32315257159942,62,62,False
planted,naive_max,1.6,130,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9485657629827376,1.086033341833794,1.513038428484395,31.32315257159942,62,62,False
planted,global_ess_gate,1.6,130,False,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9485657629827376,1.086033341833794,1.513038428484395,31.32315257159942,62,0,False
planted,local_ess_gate,1.6,130,False,True,none,none,,,,31.32315257159942,62,0,False
planted,simultaneous_ci,1.6,130,False,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9485657629827376,1.086033341833794,1.513038428484395,31.32315257159942,62,62,False
null,naive_max,1.6,131,True,False,x1>1.5 & x2>1,"[0.57, 0.71]",0.647534060781753,1.0,1.646662576949236,25.964334239186666,101,101,False
null,global_ess_gate,1.6,131,False,True,x1>1.5 & x2>1,"[0.57, 0.71]",0.647534060781753,1.0,1.646662576949236,25.964334239186666,101,0,False
null,local_ess_gate,1.6,131,False,False,x0>0.5,"[0.86, 1.00]",0.047683912900459216,21.49411832925319,0.3551769699144813,25.964334239186666,101,2,True
null,simultaneous_ci,1.6,131,False,False,x1>1.5 & x2>1,"[0.57, 0.71]",0.647534060781753,1.0,1.646662576949236,25.964334239186666,101,101,False
planted,naive_max,1.6,131,True,False,x0>1,"[0.00, 0.14]",0.904476815732719,2.981004312840379,0.9537253216016056,25.964334239186666,101,101,False
planted,global_ess_gate,1.6,131,False,True,x0>1,"[0.00, 0.14]",0.904476815732719,2.981004312840379,0.9537253216016056,25.964334239186666,101,0,False
planted,local_ess_gate,1.6,131,False,False,x0>0.5,"[0.86, 1.00]",0.07904671670979714,21.49411832925319,0.3551769699144813,25.964334239186666,101,2,True
planted,simultaneous_ci,1.6,131,False,False,x0>1,"[0.00, 0.14]",0.904476815732719,2.981004312840379,0.9537253216016056,25.964334239186666,101,101,False
null,naive_max,1.6,132,True,False,x0>1.5 & x1>1.5,"[0.29, 0.43]",0.6483555917823716,1.0,1.542113632557835,9.475126821848772,49,49,False
null,global_ess_gate,1.6,132,False,True,x0>1.5 & x1>1.5,"[0.29, 0.43]",0.6483555917823716,1.0,1.542113632557835,9.475126821848772,49,0,False
null,local_ess_gate,1.6,132,False,True,none,none,,,,9.475126821848772,49,0,False
null,simultaneous_ci,1.6,132,False,False,x0>1.5 & x1>1.5,"[0.29, 0.43]",0.6483555917823716,1.0,1.542113632557835,9.475126821848772,49,49,False
planted,naive_max,1.6,132,True,False,x2<0,"[0.00, 0.14]",0.7219082977672265,7.499909693153052,0.5631036720101198,9.475126821848772,49,49,False
planted,global_ess_gate,1.6,132,False,True,x2<0,"[0.00, 0.14]",0.7219082977672265,7.499909693153052,0.5631036720101198,9.475126821848772,49,0,False
planted,local_ess_gate,1.6,132,False,True,none,none,,,,9.475126821848772,49,0,False
planted,simultaneous_ci,1.6,132,False,False,x2<0,"[0.00, 0.14]",0.7219082977672265,7.499909693153052,0.5631036720101198,9.475126821848772,49,49,False
null,naive_max,1.6,133,False,False,x1>1.5,"[0.14, 0.29]",0.11683996875320136,5.194157565400997,0.6461756816582175,11.02685807469789,31,31,False
null,global_ess_gate,1.6,133,False,True,x1>1.5,"[0.14, 0.29]",0.11683996875320136,5.194157565400997,0.6461756816582175,11.02685807469789,31,0,False
null,local_ess_gate,1.6,133,False,True,none,none,,,,11.02685807469789,31,0,False
null,simultaneous_ci,1.6,133,False,False,x1>1.5,"[0.14, 0.29]",0.11683996875320136,5.194157565400997,0.6461756816582175,11.02685807469789,31,31,False
planted,naive_max,1.6,133,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.8472793251131379,3.7561076410246326,0.7598697481466646,11.02685807469789,31,31,False
planted,global_ess_gate,1.6,133,False,True,x0>1 & x1>1,"[0.00, 0.14]",0.8472793251131379,3.7561076410246326,0.7598697481466646,11.02685807469789,31,0,False
planted,local_ess_gate,1.6,133,False,True,none,none,,,,11.02685807469789,31,0,False
planted,simultaneous_ci,1.6,133,True,False,x0>1,"[0.00, 0.14]",0.8029162476395427,6.48533617060815,0.578284994341976,11.02685807469789,31,31,False
null,naive_max,1.6,134,True,False,x0<-0.5,"[0.00, 0.14]",0.43856629468005526,4.158990073328513,0.7515551038902442,14.891865398414037,46,46,False
null,global_ess_gate,1.6,134,False,True,x0<-0.5,"[0.00, 0.14]",0.43856629468005526,4.158990073328513,0.7515551038902442,14.891865398414037,46,0,False
null,local_ess_gate,1.6,134,False,True,none,none,,,,14.891865398414037,46,0,False
null,simultaneous_ci,1.6,134,False,False,x0<-0.5,"[0.00, 0.14]",0.43856629468005526,4.158990073328513,0.7515551038902442,14.891865398414037,46,46,False
planted,naive_max,1.6,134,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9877772869659105,1.948756142311404,1.0979334631797046,14.891865398414037,46,46,False
planted,global_ess_gate,1.6,134,False,True,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9877772869659105,1.948756142311404,1.0979334631797046,14.891865398414037,46,0,False
planted,local_ess_gate,1.6,134,False,True,none,none,,,,14.891865398414037,46,0,False
planted,simultaneous_ci,1.6,134,True,False,x0>1 & x2>1,"[0.00, 0.14]",0.9688036787065021,4.48166392682647,0.7239942669930001,14.891865398414037,46,46,False
null,naive_max,1.6,135,True,False,x1>0.5,"[0.29, 0.43]",0.2679399147955212,4.516477339993576,0.7211985627538792,10.633784701772733,46,46,False
null,global_ess_gate,1.6,135,False,True,x1>0.5,"[0.29, 0.43]",0.2679399147955212,4.516477339993576,0.7211985627538792,10.633784701772733,46,0,False
null,local_ess_gate,1.6,135,False,True,none,none,,,,10.633784701772733,46,0,False
null,simultaneous_ci,1.6,135,False,False,x1>0.5,"[0.29, 0.43]",0.2679399147955212,4.516477339993576,0.7211985627538792,10.633784701772733,46,46,False
planted,naive_max,1.6,135,True,False,x0>0.5,"[0.29, 0.43]",0.6079494904349166,4.083164541165371,0.7585013005226977,10.633784701772733,46,46,True
planted,global_ess_gate,1.6,135,False,True,x0>0.5,"[0.29, 0.43]",0.6079494904349166,4.083164541165371,0.7585013005226977,10.633784701772733,46,0,True
planted,local_ess_gate,1.6,135,False,True,none,none,,,,10.633784701772733,46,0,False
planted,simultaneous_ci,1.6,135,False,False,x0>0.5,"[0.29, 0.43]",0.6079494904349166,4.083164541165371,0.7585013005226977,10.633784701772733,46,46,True
null,naive_max,1.6,136,True,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.5805068155748254,1.0,1.633497432162835,6.712863828000784,92,92,False
null,global_ess_gate,1.6,136,False,True,x1>1.5 & x2>1,"[0.29, 0.43]",0.5805068155748254,1.0,1.633497432162835,6.712863828000784,92,0,False
null,local_ess_gate,1.6,136,False,True,none,none,,,,6.712863828000784,92,0,False
null,simultaneous_ci,1.6,136,False,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.5805068155748254,1.0,1.633497432162835,6.712863828000784,92,92,False
planted,naive_max,1.6,136,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9441913145107212,1.0,1.633497432162835,6.712863828000784,92,92,False
planted,global_ess_gate,1.6,136,False,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9441913145107212,1.0,1.633497432162835,6.712863828000784,92,0,False
planted,local_ess_gate,1.6,136,False,True,none,none,,,,6.712863828000784,92,0,False
planted,simultaneous_ci,1.6,136,False,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9441913145107212,1.0,1.633497432162835,6.712863828000784,92,92,False
null,naive_max,1.6,137,True,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.40465153065718606,2.044258641243534,1.1322533589315777,3.2708098711044933,83,83,False
null,global_ess_gate,1.6,137,False,True,x1>1.5 & x2>1,"[0.29, 0.43]",0.40465153065718606,2.044258641243534,1.1322533589315777,3.2708098711044933,83,0,False
null,local_ess_gate,1.6,137,False,True,none,none,,,,3.2708098711044933,83,0,False
null,simultaneous_ci,1.6,137,False,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.40465153065718606,2.044258641243534,1.1322533589315777,3.2708098711044933,83,83,False
planted,naive_max,1.6,137,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9382071427757994,1.0,1.618868374057221,3.2708098711044933,83,83,False
planted,global_ess_gate,1.6,137,False,True,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9382071427757994,1.0,1.618868374057221,3.2708098711044933,83,0,False
planted,local_ess_gate,1.6,137,False,True,none,none,,,,3.2708098711044933,83,0,False
planted,simultaneous_ci,1.6,137,False,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9382071427757994,1.0,1.618868374057221,3.2708098711044933,83,83,False
null,naive_max,1.6,138,True,False,x1>1.5 & x2>1.5,"[0.86, 1.00]",0.842556988550648,2.0971779423231895,1.1370694070261962,18.596892924685214,101,101,False
null,global_ess_gate,1.6,138,False,True,x1>1.5 & x2>1.5,"[0.86, 1.00]",0.842556988550648,2.0971779423231895,1.1370694070261962,18.596892924685214,101,0,False
null,local_ess_gate,1.6,138,False,True,none,none,,,,18.596892924685214,101,0,False
null,simultaneous_ci,1.6,138,False,False,x1>1.5 & x2>1.5,"[0.86, 1.00]",0.842556988550648,2.0971779423231895,1.1370694070261962,18.596892924685214,101,101,False
planted,naive_max,1.6,138,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.9190896670482024,1.0575647562783859,1.6012204604257665,18.596892924685214,101,101,False
planted,global_ess_gate,1.6,138,False,True,x0>1 & x1>1,"[0.00, 0.14]",0.9190896670482024,1.0575647562783859,1.6012204604257665,18.596892924685214,101,0,False
planted,local_ess_gate,1.6,138,False,True,none,none,,,,18.596892924685214,101,0,False
planted,simultaneous_ci,1.6,138,False,False,x0>1 & x1>1,"[0.00, 0.14]",0.9190896670482024,1.0575647562783859,1.6012204604257665,18.596892924685214,101,101,False
null,naive_max,1.6,139,True,False,x0>1 & x2>1,"[0.86, 1.00]",0.906765940958656,1.0,1.6438490423304355,19.114782350997512,99,99,False
null,global_ess_gate,1.6,139,False,True,x0>1 & x2>1,"[0.86, 1.00]",0.906765940958656,1.0,1.6438490423304355,19.114782350997512,99,0,False
null,local_ess_gate,1.6,139,False,True,none,none,,,,19.114782350997512,99,0,False
null,simultaneous_ci,1.6,139,False,False,x0>1 & x2>1,"[0.86, 1.00]",0.906765940958656,1.0,1.6438490423304355,19.114782350997512,99,99,False
planted,naive_max,1.6,139,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9422414767763932,1.0,1.6438490423304355,19.114782350997512,99,99,False
planted,global_ess_gate,1.6,139,False,True,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9422414767763932,1.0,1.6438490423304355,19.114782350997512,99,0,False
planted,local_ess_gate,1.6,139,False,True,none,none,,,,19.114782350997512,99,0,False
planted,simultaneous_ci,1.6,139,False,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9422414767763932,1.0,1.6438490423304355,19.114782350997512,99,99,False
null,naive_max,1.6,140,False,False,x2>1,"[0.57, 0.71]",0.14051471417836614,10.522022609654993,0.464841108600208,25.134075487869715,39,39,False
null,global_ess_gate,1.6,140,False,True,x2>1,"[0.57, 0.71]",0.14051471417836614,10.522022609654993,0.464841108600208,25.134075487869715,39,0,False
null,local_ess_gate,1.6,140,False,False,x2<0,"[0.71, 0.86]",0.0961765908181079,32.34254263805781,0.26513500119604083,25.134075487869715,39,4,False
null,simultaneous_ci,1.6,140,False,False,x2>1,"[0.57, 0.71]",0.14051471417836614,10.522022609654993,0.464841108600208,25.134075487869715,39,39,False
planted,naive_max,1.6,140,True,False,x0<0,"[0.57, 0.71]",0.36729980131290274,12.757835279194541,0.42214888675659606,25.134075487869715,39,39,False
